Date|Model|Grade|Sentence
30/05/2012|gpt-5|0|Os membros do Copom analisaram a evolução recente e as perspectivas para a economia brasileira e para a economia internacional, no contexto do regime de política monetária, cujo objetivo é atingir as metas fixadas pelo governo para a inflação.
30/05/2012|gpt-5|1|A inflação, medida pela variação mensal do Índice Nacional de Preços ao Consumidor Amplo (IPCA), alcançou 0, 64% em abril (0, 21% em março e 0, 45% em fevereiro), determinando o sétimo recuo consecutivo da inflação acumulada em doze meses, que se deslocou de 5, 24% em março para 5, 10% em abril (6, 51% em abril de 2011).
30/05/2012|gpt-5|-1|Particularmente sobre serviços, a inflação nesse segmento foi de 0, 77% em abril, após variação de 0, 52% em março.
30/05/2012|gpt-5|-1|Dessa forma, a inflação de serviços acumulada em doze meses atingiu 8, 00% (ante 8, 57% registrados até abril de 2011).
30/05/2012|gpt-5|1|Em síntese, apesar de a inflação de serviços ainda seguir em níveis elevados, o conjunto de informações disponíveis sugere tendência declinante da inflação acumulada em doze meses em direção à meta de inflação.
30/05/2012|gpt-5|0|As medidas de inflação subjacente calculadas pelo Banco Central têm apresentado evolução similar à da inflação plena.
30/05/2012|gpt-5|-1|Dessa forma, a inflação acumulada em doze meses atingiu 3, 86% (6, 99 pontos percentuais (p.
30/05/2012|gpt-5|1|Já a inflação medida pelo Índice de Preços ao Consumidor (IPC), segundo componente mais importante do IGP-DI, ficou em 5, 05% em doze meses até abril (ante 6, 05% em abril de 2011).
30/05/2012|gpt-5|0|O Copom avalia que os efeitos do comportamento dos preços no atacado sobre a inflação para os consumidores dependerão das condições atuais e prospectivas da demanda e das expectativas dos formadores de preços em relação à trajetória futura da inflação.
30/05/2012|gpt-5|1|Os núcleos de inflação continuaram em níveis moderados nos EUA, na Zona do Euro e no Japão, haja vista as perspectivas relativamente moderadas para o nível de atividade nessas regiões.
30/05/2012|gpt-5|0|Avaliação prospectiva das tendências da inflação.
30/05/2012|gpt-5|0|Essa projeção baseia-se em modelos de determinação endógena de preços administrados, que consideram, entre outras variáveis, componentes sazonais, variações cambiais, inflação de preços livres e inflação medida pelo Índice Geral de Preços (IGP);.
30/05/2012|gpt-5|-1|Para 2013, a mediana das projeções de inflação aumentou de 5, 50% para 5, 60%.
30/05/2012|gpt-5|0|Nesse cenário, a projeção para a inflação de 2012 se reduziu em relação ao valor considerado na reunião do Copom de abril e se encontra em torno do valor central de 4, 5% para a meta fixada pelo Conselho Monetário Nacional (CMN).
30/05/2012|gpt-5|1|No cenário de mercado, que leva em conta as trajetórias de câmbio e de juros coletadas pelo Gerin com analistas de mercado, no período imediatamente anterior à reunião do Copom, a projeção de inflação para 2012 também diminuiu e se encontra em torno do valor central da meta para a inflação.
30/05/2012|gpt-5|-1|Para 2013, a projeção de inflação se manteve estável no cenário de referência e recuou no de mercado, mas ainda se posiciona, nos dois casos, acima do valor central da meta.
30/05/2012|gpt-5|0|Nesse sentido, reitera que, no regime de metas para a inflação, orienta suas decisões de acordo com os valores projetados para a inflação pelo Banco Central e com base na análise de cenários alternativos para a evolução das principais variáveis que determinam a dinâmica dos preços.
30/05/2012|gpt-5|1|O Comitê entende, também, que riscos baixos para a inflação subjacente no curto prazo tendem a reduzir incertezas em relação ao comportamento futuro da inflação plena, facilitam a avaliação de cenários por parte da autoridade monetária, assim como auxiliam no processo de coordenação de expectativas dos agentes econômicos, em particular, dos formadores de preços.
30/05/2012|gpt-5|1|Note-se, adicionalmente, que riscos baixos para a inflação subjacente no curto prazo tendem a potencializar os efeitos das ações de política monetária, fazendo com que elas possam afetar de forma mais duradoura a dinâmica da inflação plena no futuro.
30/05/2012|gpt-5|-1|A evidência internacional, no que é ratificada pela experiência brasileira, indica que taxas de inflação elevadas levam ao aumento dos prêmios de risco, tanto para o financiamento privado quanto para o público, e ao encurtamento dos horizontes de planejamento, tanto das famílias quanto das empresas.
30/05/2012|gpt-5|-1|Consequentemente, taxas de inflação elevadas reduzem os investimentos e o potencial de crescimento da economia, além de terem efeitos regressivos sobre a distribuição de renda.
30/05/2012|gpt-5|-1|Dito de outra forma, taxas de inflação elevadas não trazem qualquer resultado duradouro em termos de crescimento da economia e do emprego, mas, em contrapartida, trazem prejuízos permanentes para essas variáveis no médio e no longo prazo.
30/05/2012|gpt-5|0|Assim, a estratégia adotada pelo Copom visa assegurar a convergência da inflação para a trajetória de metas, o que exige a pronta correção de eventuais desvios em relação a essa trajetória.
30/05/2012|gpt-5|1|O Copom reafirma sua visão de que a inflação acumulada em doze meses, que começou a recuar no último trimestre do ano passado, tende a seguir em declínio e, assim, a se deslocar na direção da trajetória de metas.
30/05/2012|gpt-5|1|O Comitê avalia que a inversão na tendência da inflação contribuirá para melhorar as expectativas dos agentes econômicos, em especial as dos formadores de preços, sobre a dinâmica da inflação neste e nos próximos trimestres.
30/05/2012|gpt-5|0|O Copom observa que o cenário central para a inflação leva em conta a materialização das trajetórias com as quais trabalha para as variáveis fiscais.
30/05/2012|gpt-5|1|Importa destacar que a geração de superavits primários compatíveis com as hipóteses de trabalho contempladas nas projeções de inflação, além de contribuir para arrefecer o descompasso entre as taxas de crescimento da demanda e da oferta, solidificará a tendência de redução da razão dívida pública sobre produto e a percepção positiva sobre o ambiente macroeconômico no médio e no longo prazo.
30/05/2012|gpt-5|-1|Destaca, entretanto, a estreita margem de ociosidade no mercado de trabalho, apesar dos sinais de moderação nesse mercado, e pondera que, em tais circunstâncias, um risco importante reside na possibilidade de concessão de aumentos de salários incompatíveis com o crescimento da produtividade e suas repercussões negativas sobre a dinâmica da inflação.
30/05/2012|gpt-5|1|Para o Comitê, o cenário prospectivo para a inflação, desde sua última reunião, manteve sinais favoráveis.
30/05/2012|gpt-5|0|O Comitê ressalta também que, no cenário central com que trabalha, a taxa de inflação posiciona-se em torno da meta em 2012.
30/05/2012|gpt-5|1|Em suma, o Copom considera que, neste momento, permanecem limitados os riscos para a trajetória da inflação.
30/05/2012|gpt-5|0|Esses elementos e os desenvolvimentos no âmbito parafiscal são parte importante do contexto no qual decisões futuras de política monetária serão tomadas, com vistas a assegurar a convergência tempestiva da inflação para a trajetória de metas.
30/05/2012|gpt-5|1|Apoiam essa visão, entre outros fatores, a redução dos prêmios de risco, consequência direta do cumprimento da meta de inflação pelo oitavo ano consecutivo, da estabilidade macroeconômica e de avanços institucionais.
30/05/2012|gpt-5|1|Desde a última reunião do Copom, observou-se continuidade do processo de desinflação global, com declínio dos índices anuais de preços ao consumidor (IPC), pela ordem, para 2, 3%, 2, 6% e 3, 0%, em abril, nos Estados Unidos, na Área do Euro e no Reino Unido, economias em que as taxas de juros oficiais seguem nas mínimas históricas.
30/05/2012|gpt-5|1|Entre as principais economias emergentes, exceção feita à Índia, a inflação ao consumidor também seguiu trajetória descendente.
30/05/2012|gpt-5|1|Na China, onde a inflação voltou a recuar em abril, embora o Banco Popular da China (BPC) não tenha alterado a taxa básica de juros, a taxa de recolhimento compulsório foi reduzida, pela segunda vez no ano, em 0, 5, recuando a 18% e 20%, respectivamente, para pequenos e grandes bancos.
30/05/2012|gpt-5|0|A taxa real de juros, medida pelo quociente entre a taxa nominal de um ano e a expectativa de inflação (suavizada) para os próximos doze meses, recuou de 3, 10% em 16 de abril para 2, 50% em 28 de maio devido, principalmente, à redução das taxas nominais.
