Date|Model|Grade|Sentence
19/01/2011|gpt-4o|0|Os membros do Copom analisaram a evolução recente e as perspectivas para a economia brasileira e para a economia internacional, no contexto do regime de política monetária, cujo objetivo é atingir as metas fixadas pelo governo para a inflação.
19/01/2011|gpt-4o|0|Após registrar alta de 0, 83% em novembro, a inflação medida pela variação mensal do Índice Nacional de Preços ao Consumidor Amplo (IPCA) atingiu 0, 63% em dezembro.
19/01/2011|gpt-4o|-1|Com isso, a inflação acumulada de 2010 alcançou 5, 91%, 1, 60 pontos percentuais (p.
19/01/2011|gpt-4o|-1|O aumento da inflação em 2010 reflete o comportamento dos preços livres, que variaram 7, 09% e contribuíram com 5, 0, de um total de 5, 91   De fato, os preços administrados aumentaram 3, 13%, ante 4, 74% registrados em 2009, com contribuição de apenas 0, 91   para a inflação de 2010.
19/01/2011|gpt-4o|-1|Em síntese, o conjunto de informações disponíveis sugere que a aceleração de preços observada em 2010, processo liderado pelos preços livres, pode mostrar alguma persistência, em parte porque a inflação dos serviços segue em patamar elevado.
19/01/2011|gpt-4o|0|A trajetória dos preços dos alimentos desempenhou papel relevante no comportamento da inflação plena de 2010.
19/01/2011|gpt-4o|-1|Já no último quadrimestre, a inflação mensal registrou valores significativos em todos os meses, com alimentos e bebidas aumentando 6, 67%.
19/01/2011|gpt-4o|-1|Em linha com a evolução da inflação plena, cada uma das três principais medidas de inflação subjacente calculadas pelo Banco Central tem registrado valores elevados.
19/01/2011|gpt-4o|1|A inflação medida pela variação mensal do Índice Geral de Preços – Disponibilidade Interna (IGP-DI) registrou 0, 38% em dezembro, valor inferior ao observado em novembro (1, 58%).
19/01/2011|gpt-4o|-1|Em 2010, a inflação acumulada de janeiro a dezembro atingiu 11, 30%, valor superior ao registrado em 2009 (-1, 43%).
19/01/2011|gpt-4o|-1|A inflação medida pelo seu principal componente, o Índice de Preços ao Produtor Amplo – Disponibilidade Interna (IPA-DI) alcançou 13, 85% no ano (-4, 08% em 2009), refletindo variação de 10, 13% no IPA industrial e de 25, 61% no IPA agrícola.
19/01/2011|gpt-4o|-1|Já a inflação medida pelo Índice de Preços ao Consumidor – Disponibilidade Interna (IPC-DI), outro componente do IGP-DI, registrou alta de 6, 24% em 2010, superior aos 3, 95% registrados no ano anterior.
19/01/2011|gpt-4o|-1|Na mesma base de comparação, a inflação medida pelo Índice Nacional de Custo da Construção (INCC), componente de menor peso do IGP‑DI, variou 7, 77%, superior aos 3, 25% registrados no ano anterior.
