epoch,train_loss,train_ppl,val_loss,val_ppl
1,7.130455443432758,1249.4458892723,6.32654990567593,559.2238866018909
2,6.273930224743518,530.5584997039944,5.852387432850824,348.06436962306606
3,5.913840758336055,370.12498960478024,5.630060008242258,278.67884015864263
4,5.686042322145475,294.7248832792809,5.505028255254842,245.9254042656242
5,5.512275230396282,247.7140930201695,5.407228492113403,223.01264906441065
6,5.379061270188856,216.81864573690657,5.348158198108005,210.22075610232392
7,5.270423726721124,194.49835913930167,5.30279304880612,200.89714261665338
8,5.18019903766049,177.7181800841476,5.262794843586359,193.02019941048746
9,5.104158888329993,164.70547655486212,5.230107788267481,186.81293867798482
10,5.044217768963519,155.12290977276825,5.199305664240618,181.14642176119094
11,4.996300436757304,147.8651096313531,5.1857881473231835,178.71424745363177
12,4.959591775030999,142.53559742892145,5.174917539769538,176.78203618793876
13,4.93423198724722,138.96637359024712,5.1710321310215175,176.09649837777286
14,4.918173110687531,136.7525530622909,5.168625807912005,175.67326272930805
15,4.910133187944715,135.65748114640175,5.165800525199436,175.17763656875306
