epoch,train_loss,train_ppl,val_loss,val_ppl
1,7.173940476599511,1304.9767148874864,6.419192357821152,613.5074195115235
2,6.368021918819858,582.9036569910451,5.926958296335375,375.0121015821217
3,6.00320205440769,404.7226648568583,5.712560576616165,302.6450227433061
4,5.779173485644452,323.4917093523192,5.565914114375772,261.3640111443814
5,5.5993471822062215,270.2499258668959,5.466983474182248,236.7449672494703
6,5.4556586506602525,234.07899659211625,5.3962948729769975,220.58759516315465
7,5.341093400617937,208.7408229018838,5.341245877746335,208.77265352979902
8,5.2461072090979695,189.8258758543185,5.295657942302924,199.46882177816306
9,5.167537784957505,175.4822301297385,5.261558297079361,192.7816684648239
10,5.1042023591109205,164.712636586176,5.239946317401556,188.6599743761721
11,5.053945758602359,156.63930762455993,5.223458407561032,185.57486908753964
12,5.017370086330753,151.01362829185422,5.211943667365277,183.4502782138741
13,4.989763945847243,146.90174263617888,5.203218631635916,181.85663040877287
14,4.9746168209956245,144.6933710625753,5.199909332233145,181.2558070708523
15,4.965604810209779,143.3952509637864,5.198741617119979,181.04427545395592
